,Unnamed: 0,filename,description,author,text
1349,1349,716607666.jpg,Девушка в красной кофте. 1892,Василий Иванович Суриков,"портрет женщины в красном платье, сидящей на диване"
1350,1350,732565307.jpg,Портрет Т. К. Доможиловой. 1891,Василий Иванович Суриков,рисунок женщины в желтом и синем платье
1351,1351,239718627.jpg,Солдат с ружьем1. 1898,Василий Иванович Суриков,рисунок человека в черном пальто с мечом
1352,1352,906011962.jpg,Борьба добрых духов со злыми. 1875,Василий Иванович Суриков,"рисунок группы людей, катающихся на лошадях в небе"
1353,1353,826718139.jpg,Лампада. 1881-1882,Василий Иванович Суриков,рисунок свечи и зеркала в комнате
1354,1354,178002929.jpg,Старуха в узорчатом платке. 1886,Василий Иванович Суриков,рисунок женщины в обложке с вуалью.
1355,1355,264547729.jpg,Горожанка. Портрет Александры Ивановны Емельяновойурожденной Шрейдер. 1902,Василий Иванович Суриков,на картине женщины в синем и красном шарфе
1356,1356,528851318.jpg,Дорога в Хотьково. 1884,Василий Иванович Суриков,Картина дороги с кучей цветов на переднем плане
1357,1357,411709594.jpg,Крым. Ай-Петри. 1908,Василий Иванович Суриков,Картина горы с домом и церковью наверху
1358,1358,552746582.jpg,Портрет хакаски. 1909,Василий Иванович Суриков,"рисунок женщины, сидящей на стуле с фиолетовой шляпой"
1359,1359,523440551.jpg,Собор Святого Петра в Риме. 1884,Василий Иванович Суриков,Картина большого здания с куполом наверху.
1360,1360,983602905.jpg,Боярышня в синей шубке. 1887,Василий Иванович Суриков,рисунок женщины в синем платье и желтом шарфе с головой
1361,1361,755966186.jpg,Пейзаж с фигурой брата,Василий Иванович Суриков,"рисунок человека, стоящего на скале и видящего реку"
1362,1362,320935058.jpg,Покорение Сибири Ермаком 1. Около 1891,Василий Иванович Суриков,покраска большой группы людей в лодке на реке
1363,1363,947540283.jpg,Солдат. 1898,Василий Иванович Суриков,рисунок человека с шляпой и собакой
1364,1364,847290039.jpg,Табун лошадей в Барабинской степи. 1890-е,Василий Иванович Суриков,рисунок стада скота на зеленом склоне холма
1365,1365,396109008.jpg,Флоренция. Прогулка . 1900,Василий Иванович Суриков,рисунок с видом на город с церковью и дорогой
1366,1366,340765380.jpg,Автопортрет. 1883-1884,Василий Иванович Суриков,Картина человека с бородой и бабочкой.
1367,1367,655853271.jpg,Неаполь. Набережная. 1884,Василий Иванович Суриков,"рисунок пары, сидящей на скамейке у воды"
1368,1368,480264282.jpg,Портрет Н. Ф. Матвеевой. 1909,Василий Иванович Суриков,"рисунок женщины в синем платье, сидящей"
1369,1369,377789306.jpg,Портреты Меншиковых. 1882,Василий Иванович Суриков,на рисунке двух женщин в формальном платье с рисунком мужчины в костюме
1370,1370,253094482.jpg,Боярышня. 1886,Василий Иванович Суриков,на картине женщины в белом шарфе с головой
1371,1371,657226562.jpg,Под дождем в дилижансе на Черную речку. 1871,Василий Иванович Суриков,рисунок вагона с людьми в нем и лошадиная вагонка
1372,1372,159326171.jpg,Портрет А. Н. Третьяковой. 1910-е,Василий Иванович Суриков,"рисунок женщины, сидящей в стуле с чёрным платьем"
1373,1373,641708374.jpg,Самовар. 1876,Василий Иванович Суриков,Картина золотой вазы с крестом на ней
1374,1374,795764160.jpg,Флоренция. 1884,Василий Иванович Суриков,Картина города с церковью и часовой башней
1375,1375,402673339.jpg,Красноярский бунт 1695 года. 1902,Василий Иванович Суриков,"рисунок группы людей, танцующих на улице"
1376,1376,365924072.jpg,Портрет княгини П. И. Щербатовой. 1910,Василий Иванович Суриков,"рисунок женщины в синей шальке, сидящей"
1377,1377,521875000.jpg,Собор Св. Марка в Венеции. 1900,Василий Иванович Суриков,Картина большого здания с часами наверху.
1378,1378,235955810.jpg,Старый Красноярск. 1914,Василий Иванович Суриков,Картина с видом на город с рекой на переднем плане
1379,1379,651156616.jpg,Церковь в селе Дьякове. 1910-е,Василий Иванович Суриков,рисунок церкви с колокольчиком и колокольчиком наверху
1380,1380,608502197.jpg,Венеция. Палаццо дожей. 1900,Василий Иванович Суриков,рисунок лодки в водоеме со зданием на заднем плане
1381,1381,657583618.jpg,Голова девушки,Василий Иванович Суриков,на рисунке женщины и мужчины в черном пальто
1382,1382,862396240.jpg,Портрет А. С. Матвеева в детстве. 1881,Василий Иванович Суриков,Арафированный портрет мальчика в черном свитере
1383,1383,412258911.jpg,Боярыня Морозова. 1885,Василий Иванович Суриков,"рисунок толпы людей, стоящих вокруг человека, лежащего на земле"
1384,1384,163830566.jpg,Горы близ Красноярска. 1909,Василий Иванович Суриков,рисунок ландшафта с рекой и горой на заднем плане
1385,1385,882116699.jpg,Нищийстоящий на коленях. Не позднее 1887,Василий Иванович Суриков,Картина человека в коричневом пальто и белой шляпе
1386,1386,913455200.jpg,Покорение Сибири Ермаком 3. Около 1891,Василий Иванович Суриков,рисунок группы людей на лодке в водоеме
1387,1387,888433837.jpg,Портрет А. И. Емельяновой. 1909,Василий Иванович Суриков,рисунок женщины с красным цветком на коленях
1388,1388,788787841.jpg,Портрет П. Ф. Суриковой . 1887,Василий Иванович Суриков,"Пожилая женщина сидела на стуле, скрестив руки."
1389,1389,203958129.jpg,Разин. 1909,Василий Иванович Суриков,на картине человека с черной шляпой и красной розой.
1390,1390,455023193.jpg,Солдат с барабаном. 1898,Василий Иванович Суриков,рисунок человека в черном пальто и шляпе с ножом
1391,1391,873025512.jpg,Задумавшийся подросток. 1885,Василий Иванович Суриков,рисунок мальчика в шляпе и пиджаке.
1392,1392,715151977.jpg,Петр I перетаскивает суда из Онежского залива в Онежское озеро в 1702 году. 1872,Василий Иванович Суриков,"рисунок группы людей, стоящих на лодке в реке"
1393,1393,280313110.jpg,Портрет доктора А. Д. Езерского. 1910,Василий Иванович Суриков,"рисунок человека, сидящего в кресле, читающего книгу"
1394,1394,361474609.jpg,Странник. 1885,Василий Иванович Суриков,Картина человека с бородой и ножом
1395,1395,872888183.jpg,Автопортрет. 1910,Василий Иванович Суриков,рисунок человека с бородой и костюмом
1396,1396,368203735.jpg,Боярыня Морозова 2. 1881-1884,Василий Иванович Суриков,"рисунок группы людей, стоящих вокруг поезда"
1397,1397,335217285.jpg,Казаки. 1819,Василий Иванович Суриков,рисунок группы мужчин в переполненной местности с собакой
1398,1398,768380737.jpg,Портрет боярышни,Василий Иванович Суриков,на картине женщины в красном шарфе и синем платье.
1399,1399,235598754.jpg,Голова Марии. 1913-1914,Василий Иванович Суриков,на картине женщины с голубым шарфом головы
1400,1400,792605590.jpg,Головка девушки. Портрет З. С. Хаминовой. 1908,Василий Иванович Суриков,на картине женщины с цветами в волосах
1401,1401,555493164.jpg,Казак с ружьем. 1901,Василий Иванович Суриков,рисунок человека в военной форме с винтовкой
1402,1402,572192382.jpg,Первый Вселенский Никейский Собор. 1876,Василий Иванович Суриков,"рисунок священника, стоящего перед толпой людей"
1403,1403,844104003.jpg,Перс. 1902,Василий Иванович Суриков,"рисунок человека, сидящего на земле с шляпой"
1404,1404,493640136.jpg,Рука боярыни Морозовой,Василий Иванович Суриков,"рисунок руки, держащей сигарету в черном платье"
1405,1405,924029541.jpg,Сквер перед Музеем изящных искусств в Москве. 1910-е,Василий Иванович Суриков,Картина снежного города с поездом на рельсах
1406,1406,385617065.jpg,Автопортрет. 1902,Василий Иванович Суриков,Картина человека с бородой и красной рубашкой
1407,1407,355157470.jpg,Автопортрет. 1915,Василий Иванович Суриков,Картина человека с бородой и шляпой.
1408,1408,314920043.jpg,Портрет О. М. Величкинойурожденной баронессы Клодт фон Юргенсбург. 1914,Василий Иванович Суриков,рисунок женщины в черном платье с ожерельем
1409,1409,355267333.jpg,Голова Меншикова в профиль. Нижняя часть лица. 1882,Василий Иванович Суриков,арафированный рисунок мужчины с бородой и женщины с длинными волосами
1410,1410,780081176.jpg,Донской казак Ржидин,Василий Иванович Суриков,Картина человека с бородой и шляпой.
1411,1411,403250122.jpg,Портрет Е. Н. Сабашниковой. 1907,Василий Иванович Суриков,"рисунок женщины, сидящей в стуле с жёлтым платьем."
1412,1412,332223510.jpg,Портрет И. Е. Крачковского. 1884,Василий Иванович Суриков,"рисунок человека с бородой и усами, сидящего за столом"
1413,1413,323873901.jpg,Старый солдатспускающийся по склону снежной горы. 1898,Василий Иванович Суриков,"рисунок человека с пистолетом и рюкзаком, идущим по снегу"
1414,1414,792550659.jpg,Вид Красноярска. 1887,Василий Иванович Суриков,"Картина церкви на холме, на которой видно озеро и горы"
1415,1415,571176147.jpg,Девушка с косами. Портрет А. А. Добринской. 1910,Василий Иванович Суриков,"на картине женщины с длинными волосами, сидящей в парке"
1416,1416,921694946.jpg,В лодке,Василий Иванович Суриков,рисунок человека в лодке с белой шляпой
1417,1417,850421142.jpg,Казак Дмитрий Сокол. 1893,Василий Иванович Суриков,Картина человека с бородой и красной шляпой
1418,1418,932598876.jpg,Крыши зимой. 1880-е,Василий Иванович Суриков,рисунок снежной сцены дома с часовой башней
1419,1419,659973144.jpg,Монах. 1900-е,Василий Иванович Суриков,Картина человека с бородой и черной шляпой
1420,1420,779119873.jpg,Помпея. Улица. 1884,Василий Иванович Суриков,рисунок улицы со зданием и деревьями на заднем плане
1421,1421,605316162.jpg,Чернобородый стрелец. 1879,Василий Иванович Суриков,рисунок человека с длинной бородой и красной курткой
1422,1422,420223999.jpg,Голова Суворова. 1898,Василий Иванович Суриков,рисунок человека с бородой и усами
1423,1423,208847045.jpg,Женский портрет. 1885,Василий Иванович Суриков,"рисунок женщины, сидящей в кресле с золотой головой."
1424,1424,128756713.jpg,Портрет А. А. Добринской. 1911,Василий Иванович Суриков,рисунок женщины в черном платье и коричневом ошейнике.
1425,1425,282290649.jpg,Портрет А. И. Емельяновой. 1903,Василий Иванович Суриков,рисунок женщины в золотом платье с черной шляпой
1426,1426,667553710.jpg,Портрет О. В. Суриковой. 1880-е,Василий Иванович Суриков,рисунок мальчика с коричневой рубашкой и черным ошейником.
1427,1427,470184326.jpg,Севилья. Бой быков. 1910,Василий Иванович Суриков,живопись быка и человека в конюшне
1428,1428,477929687.jpg,Автопортрет на фоне картины Покорение Сибири Ермаком. 1894,Василий Иванович Суриков,Картина человека с бородой и черной курткой
1429,1429,450848388.jpg,Переход Суворова через Альпы в 1799 году2. 1899,Василий Иванович Суриков,рисунок горной сцены с водопадом и человеком
1430,1430,587353515.jpg,Голова крестящегося солдата. 1897,Василий Иванович Суриков,образ картины человека с усами
1431,1431,841329956.jpg,Голова монахини,Василий Иванович Суриков,рисунок женщины с черной шляпой и черным пальто.
1432,1432,432089233.jpg,Покорение Сибири Ермаком 2. Около 1891,Василий Иванович Суриков,"рисунок толпы людей, стоящих вокруг лошади на поле"
1433,1433,718090820.jpg,Севилья. 1910,Василий Иванович Суриков,рисунок уличной сцены со зданием и лошадиной каретой
1434,1434,510449218.jpg,Церковь. 1910,Василий Иванович Суриков,покраска церкви в снежном ландшафте с большим количеством деревьев
1435,1435,6555.jpg,Боярыня Морозова в санях,Василий Иванович Суриков,"рисунок женщины в черном платье, сидящей на кровати"
1436,1436,329943847.jpg,В Алупке. 1913,Василий Иванович Суриков,Картина троих мужчин на бейсбольном поле с битой
1437,1437,876293945.jpg,Голова хакаса. 1893,Василий Иванович Суриков,Картина мужчины с белой рубашкой и коричневой курткой
1438,1438,696035766.jpg,Окрестности Красноярска. 1890-1914,Василий Иванович Суриков,рисунок пейзажа с горой вдалеке
1439,1439,576696777.jpg,Портрет Н. С. Матвеева. 1881,Василий Иванович Суриков,Картина человека с усами и костюмом
1440,1440,515447998.jpg,Берлин. Набережная. 1912,Василий Иванович Суриков,рисунок городской сцены с рекой и мостом
1441,1441,257681274.jpg,Боржом. 1899,Василий Иванович Суриков,на картине дерева и горы с рекой.
1442,1442,205029296.jpg,Боярыня Морозова. 1884-1885,Василий Иванович Суриков,"рисунок группы людей, стоящих рядом с человеком, лежащим на сани"
1443,1443,937680053.jpg,Венеция. Собор Св. Марка. 1884,Василий Иванович Суриков,покраска большого здания с часовой башней и часовой башней
1444,1444,975115966.jpg,Голова боярыни Морозовой1. 1886,Василий Иванович Суриков,рисунок женщины с черной шляпой и черным шарфом
1445,1445,881512451.jpg,Головы татар . 1893,Василий Иванович Суриков,рисунок двоих мужчин с пистолетом в руках
1446,1446,365347290.jpg,Гребец в лодке. 1912,Василий Иванович Суриков,"рисунок человека в красной куртке, сидящего в лодке"
1447,1447,781152343.jpg,Колизей. 1884,Василий Иванович Суриков,рисунок картины здания с часами на нем
1448,1448,644345092.jpg,Казак с ружьем. 1893,Василий Иванович Суриков,"рисунок человека с винтовкой, сидящего на скамейке"
1449,1449,790490722.jpg,Портрет И. С. Остроухова. 1884,Василий Иванович Суриков,"рисунок человека, сидящего на стуле перед мольбертом"
1450,1450,721304321.jpg,Портрет К. М. Верхотуровой. 1890,Василий Иванович Суриков,"рисунок молодого мальчика, пишущего на листе бумаги"
1451,1451,219064331.jpg,Римский карнавал. 1884,Василий Иванович Суриков,"живопись толпы людей, одетых в модные костюмы"
1452,1452,795791625.jpg,Солдатспускающийся по склону снежной горы. 1898,Василий Иванович Суриков,"рисунок человека, сидящего на скамейке в снегу"
1453,1453,204644775.jpg,Степан Разин 1. Около 1903,Василий Иванович Суриков,рисунок группы людей на лодке в воде
1454,1454,364797973.jpg,Странник. 1886,Василий Иванович Суриков,Картина человека в пальто и шляпе с палкой.
1455,1455,435604858.jpg,Александр Николаевич Пестунов. 1890,Василий Иванович Суриков,Картина человека с шарфом и шляпой
1456,1456,489190673.jpg,Голова солдата- барабанщика. 1898,Василий Иванович Суриков,Картина человека с шляпой и черной курткой
1457,1457,564501953.jpg,Неаполь. 1900,Василий Иванович Суриков,"рисунок с видом на город на горе, видя на водоеме."
1458,1458,952236938.jpg,Покорение Сибири Ермаком 1,Василий Иванович Суриков,"рисунок группы людей, стоящих вокруг человека в вагоне"
1459,1459,648464965.jpg,Севилья. Альказар. 1910,Василий Иванович Суриков,рисунок здания с часовой башней и пальмовыми деревьями
1460,1460,658682250.jpg,Ермак с казаками. 1894,Василий Иванович Суриков,"рисунок группы мужчин, стоящих рядом друг с другом"
1461,1461,475320434.jpg,Казак-гребец. 1892,Василий Иванович Суриков,"рисунок человека, опирающегося на рельсы с шляпой"
1462,1462,822982788.jpg,Неаполь. 1884,Василий Иванович Суриков,Картина горного хребта с водоемом
1463,1463,444778442.jpg,Неаполь. Везувий. 1884,Василий Иванович Суриков,живопись города с горой на заднем плане
1464,1464,594604492.jpg,Покорение Сибири Ермаком 2,Василий Иванович Суриков,рисунок группы людей в лодке на водоеме
1465,1465,457247924.jpg,Стрелец в шапке. 1879,Василий Иванович Суриков,рисунок человека с бородой и красной шляпой
1466,1466,465460205.jpg,Боярыня Морозова 2,Василий Иванович Суриков,"рисунок группы людей, стоящих вокруг человека с мечом"
1467,1467,880990600.jpg,Голова казака. 1891,Василий Иванович Суриков,Картина человека с бородой и шляпой.
1468,1468,999258422.jpg,Казак в красной рубахе,Василий Иванович Суриков,Картина человека с бородой и красной рубашкой
1469,1469,241503906.jpg,Венеция,Василий Иванович Суриков,живопись города с рекой и лодкой в воде
1470,1470,845367431.jpg,Голова женщины в черном платке. 1886,Василий Иванович Суриков,рисунок женщины с чёрной вуалью на голове
1471,1471,402618408.jpg,Женские фигурыстранникюродивый. 1881-1887,Василий Иванович Суриков,"рисунок группы людей, стоящих за столом"
1472,1472,487982177.jpg,Странник,Василий Иванович Суриков,рисунок мужчины с длинными волосами и бородой
1473,1473,300720214.jpg,Юродивыйсидящий на земле,Василий Иванович Суриков,"рисунок человека, сидящего на земле с рукой в кармане"
1474,1474,289981079.jpg,Голова солдата в треуголке. 1898,Василий Иванович Суриков,рисунок человека с шляпой на голове
1475,1475,596499633.jpg,Казаки,Василий Иванович Суриков,"рисунок группы людей, сидящих за столом"
1476,1476,232192993.jpg,Портрет юноши Леонида Чернышова. 1889-1890,Василий Иванович Суриков,"на картине женщины, сидящей на белом одеяле"
1477,1477,969595336.jpg,Степан Разин. 1910,Василий Иванович Суриков,рисунок человека с шляпой и бородой.
1478,1478,396081542.jpg,Боярыня Морозова 1,Василий Иванович Суриков,"рисунок толпы людей, стоящих вокруг человека в шляпе"
1479,1479,947430419.jpg,Казак. 1893,Василий Иванович Суриков,Картина человека с шляпой и бородой.
1480,1480,792221069.jpg,Степан Разин 2. Около 1903,Василий Иванович Суриков,рисунок группы людей в лодке на водоеме
1481,1481,805651855.jpg,Стрелец. Около 1880,Василий Иванович Суриков,Картина человека с бородой и шляпой.
1482,1482,499490356.jpg,Меншиков в Березове,Василий Иванович Суриков,"рисунок двух человек, сидящих за столом с ноутбуком"
1483,1483,911367797.jpg,Стреляющий казак. 1890-е,Василий Иванович Суриков,"на картине человека, держащего птицу в руке."
1484,1484,270343017.jpg,Стреляющий казак. 1893,Василий Иванович Суриков,"рисунок женщины, целившейся в винтовку в красном пальто"
1485,1485,265289306.jpg,Купание красного коня. 1912,Петров-Водкин Кузьма Сергеевич,"рисунок человека, катающегося на лошади в водоеме"
1486,1486,858413696.jpg,Яблоки. 1917,Петров-Водкин Кузьма Сергеевич,рисунок яблок и груш на красной ткани
1487,1487,989590454.jpg,Мальчики . 1911,Петров-Водкин Кузьма Сергеевич,рисунок двух мужчин на поле с птицей в руке
1488,1488,526846313.jpg,Фантазия. 1925,Петров-Водкин Кузьма Сергеевич,"рисунок человека, катающегося на лошади с красным плащом"
1489,1489,350955200.jpg,Виноград. 1938,Петров-Водкин Кузьма Сергеевич,"рисование стакана воды, персика и винограда на столе"
1490,1490,406573486.jpg,Селедка. 1918,Петров-Водкин Кузьма Сергеевич,рисунок рыбы и картофеля на столовой ткани
1491,1491,556481933.jpg,Утро. Купальщицы. 1917,Петров-Водкин Кузьма Сергеевич,"рисунок женщины и двух детей, держащихся за руки с мужчиной"
1492,1492,683264160.jpg,Портрет В. И. Ленина,Петров-Водкин Кузьма Сергеевич,"рисунок человека, сидящего за столом с книгой и мобильным телефоном"
1493,1493,930291748.jpg,Черемуха в стакане. 1932,Петров-Водкин Кузьма Сергеевич,рисунок вазы цветов на столе с книгой и ложкой
1494,1494,724078369.jpg,1918 год в Петрограде. 1920,Петров-Водкин Кузьма Сергеевич,"рисунок женщины, держащей ребенка в зеленом платье"
1495,1495,828585815.jpg,Утренний натюрморт. 1918,Петров-Водкин Кузьма Сергеевич,"Картина стола с чайником, чашкой чая и собакой."
1496,1496,881.jpg,Спящий ребёнок,Петров-Водкин Кузьма Сергеевич,"рисунок женщины в красном платье, стоящей рядом с ребенком в постели"
1497,1497,152651977.jpg,Бокал и лимон. 1922,Петров-Водкин Кузьма Сергеевич,рисунок стакана воды и лимона на столе
1498,1498,753329467.jpg,Полдень. Лето. 1917,Петров-Водкин Кузьма Сергеевич,рисунок ландшафта с людьми и лошадиной коляской
1499,1499,402261352.jpg,Сон. 1910,Петров-Водкин Кузьма Сергеевич,рисунок трех обнаженных на пустынном ландшафте с горой на заднем плане
1500,1500,384957885.jpg,Юность . 1913,Петров-Водкин Кузьма Сергеевич,"рисунок двух мужчин, сидящих на пляже с женщиной, прикоснувшейся к рукам."
1501,1501,192559814.jpg,За самоваром. 1926,Петров-Водкин Кузьма Сергеевич,"рисунок женщины, сидящей за столом с мужчиной на заднем плане"
1502,1502,811529541.jpg,Мать1. 1913,Петров-Водкин Кузьма Сергеевич,"рисунок женщины, держащей ребенка в красном платье"
1503,1503,238894653.jpg,Скрипка. 1918,Петров-Водкин Кузьма Сергеевич,"рисунок скрипки, сидящей на синей ткани перед окном"
1504,1504,650.jpg,Богоматерь с младенцем,Петров-Водкин Кузьма Сергеевич,"рисунок женщины, держащей ребенка на коленях."
1505,1505,731604003.jpg,Богоматерь Умиление злых сердец. 1914-1915,Петров-Водкин Кузьма Сергеевич,"рисунок женщины с красной головой, покрывающей лицо."
1506,1506,860940551.jpg,На линии огня. 1916,Петров-Водкин Кузьма Сергеевич,"рисунок группы солдат, стоящих на поле с небесным фоном"
1507,1507,218679809.jpg,Портрет А. А. Ахматовой. 1922,Петров-Водкин Кузьма Сергеевич,рисунок женщины с черной рубашкой и синим фоном
1508,1508,624899291.jpg,Смерть комиссара. 1927,Петров-Водкин Кузьма Сергеевич,"рисунок мужчины, лежащего на земле с ребенком"
1509,1509,260482788.jpg,1919 год. Тревога. 1934,Петров-Водкин Кузьма Сергеевич,"рисунок женщины и ребенка в спальне с мужчиной, стоящим на заднем плане"
1510,1510,157458496.jpg,Натюрморт . 1921,Петров-Водкин Кузьма Сергеевич,Картина женщины с вазой цветов на столе
1511,1511,154437255.jpg,Вакханка. 1912,Петров-Водкин Кузьма Сергеевич,"рисунок голой женщины, сидящей на одеяле в поле"
1512,1512,669723510.jpg,Девушки на Волге. 1915,Петров-Водкин Кузьма Сергеевич,рисунок трех женщин и ребенка на пляже
1513,1513,841384887.jpg,Натюрморт с самоваром. 1920,Петров-Водкин Кузьма Сергеевич,рисунок вазы цветов на столе с лампой
1514,1514,179266357.jpg,Девушка у окна. 1928,Петров-Водкин Кузьма Сергеевич,"на картине женщины, сидящей перед окном"
1515,1515,794747924.jpg,Париж. Нотр-Дам. 1924,Петров-Водкин Кузьма Сергеевич,рисунок моста через реку со собором на заднем фоне
1516,1516,233291625.jpg,Натюрморт с зеркалом. 1919,Петров-Водкин Кузьма Сергеевич,"рисунок зеркала, ложки и лист бумаги на столе"
1517,1517,807135009.jpg,Портрет дочери художника. 1935,Петров-Водкин Кузьма Сергеевич,"рисунок женщины с рубашкой из польки, сидящей"
1518,1518,170065307.jpg,Кафе. 1907,Петров-Водкин Кузьма Сергеевич,рисунок женщины в черном платье и шляпе.
1519,1519,246612548.jpg,Мальчики . 1925,Петров-Водкин Кузьма Сергеевич,"Картина двух мужчин, стоящих на скалистом пляже с голубым небом на заднем плане"
1520,1520,961877441.jpg,Мать. 1915,Петров-Водкин Кузьма Сергеевич,"рисунок женщины, держащей ребенка в красном платье"
1521,1521,856298828.jpg,Розовый натюрморт. 1918,Петров-Водкин Кузьма Сергеевич,рисунок стола с фруктами и стеклом на нем
1522,1522,542831420.jpg,Натюрморт с письмами. 1925,Петров-Водкин Кузьма Сергеевич,рисунок стакана воды и ложки на столе
1523,1523,724023437.jpg,Убийство Каином Авеля. 1910,Петров-Водкин Кузьма Сергеевич,рисунок мужчины и женщины на стене в здании
1524,1524,452001953.jpg,А. С. Пушкин в Петербурге. 1930-е,Петров-Водкин Кузьма Сергеевич,Картина человека с бородой и черной курткой
1525,1525,383035278.jpg,Африканский мальчик. 1907,Петров-Водкин Кузьма Сергеевич,"рисунок мальчика, сидящего на стуле перед стеной"
1526,1526,459664916.jpg,Бириби. Африка. 1907,Петров-Водкин Кузьма Сергеевич,рисунок сцены пустыни с горой на заднем плане
1527,1527,348867797.jpg,Первые шаги. 1925,Петров-Водкин Кузьма Сергеевич,"рисунок женщины и мужчины, сидящего на одеяле"
1528,1528,593148803.jpg,Яблоко и лимон. 1930,Петров-Водкин Кузьма Сергеевич,рисунок тарелки с апельсином и яблоком на клетчатой столовой ткани
1529,1529,782278442.jpg,Автопортрет. 1912,Петров-Водкин Кузьма Сергеевич,Картина человека с усами и синей рубашкой
1530,1530,617813110.jpg,Девочка на пляже. 1925,Петров-Водкин Кузьма Сергеевич,рисунок девушки с птицей на плече
1531,1531,672882080.jpg,Девочка с куклой. 1937,Петров-Водкин Кузьма Сергеевич,"рисунок молодой девушки, держащей куклу в кресле"
1532,1532,873602294.jpg,Портрет А. П. Петровой – Водкинойматери художника. 1909,Петров-Водкин Кузьма Сергеевич,рисунок женщины с синей рубашкой и черным ошейником.
1533,1533,301489257.jpg,Скрипка. 1916,Петров-Водкин Кузьма Сергеевич,рисунок скрипки и листовой музыки на деревянном полу
1534,1534,742150878.jpg,Смерть комиссара. 1928,Петров-Водкин Кузьма Сергеевич,"рисунок мужчины, держащего ребенка на спине, в то время как другие смотрят"
1535,1535,71618684.jpg,Вася. Около 1920,Петров-Водкин Кузьма Сергеевич,рисунок мальчика в красной рубашке с изображением женщины
1536,1536,932818603.jpg,В детской. 1925,Петров-Водкин Кузьма Сергеевич,"рисунок женщины, которая стоит рядом с кроватью с ребенком в ней"
1537,1537,775851440.jpg,Весна в деревне1. 1929,Петров-Водкин Кузьма Сергеевич,"рисунок мужчины и женщины, сидящей за столом"
1538,1538,934164428.jpg,Жаждущий воин. 1915,Петров-Водкин Кузьма Сергеевич,рисовать мужчину и женщину с лошадью и мужчину с лошадью.
1539,1539,835040283.jpg,Натюрморт с пепельницей. 1920,Петров-Водкин Кузьма Сергеевич,рисунок зеркала с вазой и надписью в нем
1540,1540,693151855.jpg,Первая демонстрация . 1927,Петров-Водкин Кузьма Сергеевич,"рисунок мужчины и женщины, стоящих в гостиной"
1541,1541,240240478.jpg,Тревога. 1926,Петров-Водкин Кузьма Сергеевич,рисунок женщины на кухне с ребенком в кроватке
1542,1542,847152709.jpg,Троица. 1915,Петров-Водкин Кузьма Сергеевич,"рисунок трех человек, сидящих на скамейке"
1543,1543,193466186.jpg,Ангелы с образом Спаса Нерукотворного. 1914,Петров-Водкин Кузьма Сергеевич,рисунок ангела и человека с крестом
1544,1544,338348388.jpg,Берег. 1908,Петров-Водкин Кузьма Сергеевич,"Картина группы людей, сидящих на скалистом пляже"
1545,1545,466256713.jpg,Голова девочки. 1922,Петров-Водкин Кузьма Сергеевич,рисунок молодой девушки с синим платьем и красной повязкой на голове
1546,1546,749896240.jpg,Две. 1917,Петров-Водкин Кузьма Сергеевич,"рисунок двух женщин, стоящих лицом друг к другу с голубым небом на заднем фоне"
1547,1547,192587280.jpg,Девушка в красном платке . 1925,Петров-Водкин Кузьма Сергеевич,рисунок женщины с красным шарфом головы и белой рубашкой
1548,1548,758300781.jpg,Желтое лицо . 1921,Петров-Водкин Кузьма Сергеевич,рисунок человека с рукой на голове
1549,1549,248974609.jpg,Новоселье . 1937,Петров-Водкин Кузьма Сергеевич,на картине семейного собрания в комнате с столом.
1550,1550,268118286.jpg,Две девушки. 1915,Петров-Водкин Кузьма Сергеевич,"рисунок двух женщин, стоящих рядом с красным шарфом"
1551,1551,676287841.jpg,Кактусы. 1907,Петров-Водкин Кузьма Сергеевич,рисунок кактусного растения с горой на заднем плане
1552,1552,879150390.jpg,Ленушка в кровати. 1926,Петров-Водкин Кузьма Сергеевич,рисунок ребенка с коричневой рубашкой и белым ошейником.
1553,1553,965502929.jpg,Натюрморт с розами. 1922,Петров-Водкин Кузьма Сергеевич,рисунок вазы с двумя розовыми розами и синей вазой
1554,1554,661373901.jpg,Натюрморт. Виноград и яблоки. 1921,Петров-Водкин Кузьма Сергеевич,Картина винограда и яблоко на столе
1555,1555,702297973.jpg,Окрестности Хвалынска. Около 1909,Петров-Водкин Кузьма Сергеевич,Картина горы с домом и красным небом
1556,1556,752340698.jpg,Портрет Андрея Белого. 1932,Петров-Водкин Кузьма Сергеевич,рисунок мужчины с костюмом и галстуком перед стулом
1557,1557,917849731.jpg,Портрет Рии . 1915,Петров-Водкин Кузьма Сергеевич,рисовать молодую девушку с красной губой и белым ошейником
1558,1558,314260864.jpg,В Шувалове. 1926,Петров-Водкин Кузьма Сергеевич,"рисунок трех женщин и ребенка, ходящих по реке"
1559,1559,787579345.jpg,Вид музея Клюни в Париже. 1908,Петров-Водкин Кузьма Сергеевич,покраска здания с часовой башней посреди двора
1560,1560,769589233.jpg,Вид Самарканда. 1921,Петров-Водкин Кузьма Сергеевич,живопись города с множеством зданий и с большим количеством деревьев
1561,1561,946826171.jpg,Город Константина. Алжир. 1907,Петров-Водкин Кузьма Сергеевич,Картина города со множеством зданий и лошади
1562,1562,652474975.jpg,Купающиеся мальчики. 1926,Петров-Водкин Кузьма Сергеевич,"рисунок мальчика, стоящего на лодке в водоеме"
